training_customers,cutoff_date,churn_accuracy,churn_pr_auc,clv_mae,clv_rmse,clv_r2,churn_roc_auc
5038,2011-06-30,0.7611111111111111,0.8809965196477101,285.41530445308194,895.0774191904687,0.5447241164915091,0.8134816090789341
